Bug ID,Project Name,Record ID,Author,Reported By,Keyword,URL,CommiteDate,ReportDate,lag,Source,Same,,,,,,,
61045,linux,1a2c73f,Jiaxun Yang,Jiaxun Yang,wrong-code,https://github.com/llvm/llvm-project/issues/61045,2023/3/1,2023/2/28,1,llvm issues,1,,,,,,,
108483,linux,2508708,Michael Karcher,Michael Karcher,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108483,2023/2/27,2023/1/20,38,gcc,1,,,,,,,
101832,linux,1a30a6b,Kees Cook,Kees Cook,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101832,2023/2/16,2021/8/9,556,gcc,1,,,,,,,
60349,linux,78f7a3f,Eric Biggers,Eric Biggers,wrong-code,https://github.com/llvm/llvm-project/issues/60349,2023/2/9,2023/1/28,12,llvm issues,1,,,,,,,
108634,linux,5a6b64a,Sam James,Sam James,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108634,2023/2/3,2023/2/1,2,gcc,1,,,,,,,
48894,linux,a2faac3,Nick Desaulniers,Nick Desaulniers,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=48894,2022/11/9,2021/1/26,652,llvm,1,,,,,,,
105679,linux,26117d9,Kees Cook,Kees Cook,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,2022/10/20,2022/5/21,152,gcc,1,,,,,,,
105679,linux,2577a58,Kees Cook,Kees Cook,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,2022/10/12,2022/5/21,144,gcc,1,,,,,,,
105679,linux,d174768,Kees Cook,Kees Cook,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,2022/10/11,2022/5/21,143,gcc,1,,,,,,,
105679,linux,aabf615,Kees Cook,Kees Cook,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,2022/10/7,2022/5/21,139,gcc,1,,,,,,,
105679,linux,4af609b,Kees Cook,Kees Cook,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,2022/10/7,2022/5/21,139,gcc,1,,,,,,,
101832,linux,54d9469,Kees Cook,Kees Cook,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101832,2022/9/8,2021/8/9,395,gcc,1,,,,,,,
57102,linux,b0839b2,Nick Desaulniers,Nick Desaulniers,diagnostic,https://github.com/llvm/llvm-project/issues/57102,2022/9/5,2022/8/12,24,llvm issues,1,,,,,,,
105930,linux,1d3551c,Linus Torvalds,Linus Torvalds,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105930,2022/8/11,2022/6/11,61,gcc,1,,,,,,,
56289,linux,e5d523f,Nick Desaulniers,Nick Desaulniers,wrong-code,https://github.com/llvm/llvm-project/issues/56289,2022/7/15,2022/6/30,15,llvm issues,1,,,,,,,
55411,linux,e9953b7,Heiko Carstens,Heiko Carstens,wrong-code,https://github.com/llvm/llvm-project/issues/55411,2022/5/17,2022/5/13,4,llvm issues,1,,,,,,,
105171,linux,c40160f,Jason A. Donenfeld,Jason A. Donenfeld,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105171,2022/4/13,2022/4/5,8,gcc,1,,,,,,,
53516,linux,281d0c9,Kees Cook,Kees Cook,wrong-code,https://github.com/llvm/llvm-project/issues/53516,2022/2/14,2022/2/1,13,llvm issues,1,,,,,,,
53516,linux,f0202b8,Kees Cook,Kees Cook,wrong-code,https://github.com/llvm/llvm-project/issues/53516,2022/2/14,2022/2/1,13,llvm issues,1,,,,,,,
103908,linux,b53823f,Mathieu Desnoyers,Mathieu Desnoyers,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=103908,2022/2/2,2022/1/4,29,gcc,1,,,,,,,
45826,linux,ecb108e,Arnd Bergmann,Arnd Bergmann,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=45826,2021/10/25,2020/5/7,536,llvm,1,,,,,,,
94986,linux,ecb108e,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94986,2021/10/25,2020/5/7,536,gcc,1,,,,,,,
99578,linux,34186b4,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,2021/10/5,2021/3/13,206,gcc,1,,,,,,,
99673,linux,eb19efe,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99673,2021/9/28,2021/3/19,193,gcc,1,,,,,,,
97831,linux,5c34aea,Ian Rogers,Ian Rogers,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97831,2021/9/27,2020/11/14,317,gcc,1,,,,,,,
50322,linux,a52f8a5,Kees Cook,Kees Cook,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=50322,2021/9/25,2021/5/12,136,llvm,1,,,,,,,
101419,linux,69aa1de,Kees Cook,Kees Cook,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101419,2021/7/23,2021/7/11,12,gcc,1,,,,,,,
101419,linux,1d74a91,Kees Cook,Kees Cook,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101419,2021/7/22,2021/7/11,11,gcc,1,,,,,,,
49610,linux,51696f3,Nathan Chancellor,Nathan Chancellor,optimization,https://bugs.llvm.org/show_bug.cgi?id=49610,2021/6/22,2021/3/16,98,llvm,1,,,,,,,
49956,linux,2515dd6,Nick Desaulniers,Nick Desaulniers,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=49956,2021/5/11,2021/4/13,28,llvm,1,,,,,,,
99673,linux,14b6cff,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99673,2021/5/10,2021/3/19,52,gcc,1,,,,,,,
46293,linux,28aad1c,Sami Tolvanen,Sami Tolvanen,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=46293,2021/4/9,2020/6/11,302,llvm,1,,,,,,,
99578,linux,cdc34cb,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,2021/3/23,2021/3/13,10,gcc,1,,,,,,,
98776,linux,105f75e,Jianlin Lv,JianlinLv,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98776,2021/2/13,2021/1/21,23,gcc,1,,,,,,,
97490,linux,b96fab4,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97490,2020/11/11,2020/10/19,23,gcc,1,,,,,,,
42950,linux,4d6fb34,Nick Desaulniers,Nick Desaulniers,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=42950,2020/10/14,2019/8/9,432,llvm,1,,,,,,,
42950,linux,a25c13b,Nick Desaulniers,Nick Desaulniers,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=42950,2020/10/14,2019/8/9,432,llvm,1,,,,,,,
47539,linux,fb08334,Nick Desaulniers,Nick Desaulniers,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=47539,2020/10/2,2020/9/15,17,llvm,1,,,,,,,
47280,linux,1e1b6d6,Nick Desaulniers,Nick Desaulniers,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=47280,2020/9/27,2020/8/21,37,llvm,1,,,,,,,
46480,linux,e2179a0,Kees Cook,Kees Cook,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=46480,2020/9/1,2020/6/27,66,llvm,1,,,,,,,
46478,linux,d812db7,Kees Cook,Kees Cook,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=46478,2020/9/1,2020/6/27,66,llvm,1,,,,,,,
81388,linux,6d25a63,Nick Terrell,Nick Terrell,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81388,2020/7/31,2017/7/11,1116,gcc,1,,,,,,,
45831,linux,ea91a1d,Arnd Bergmann,Arnd Bergmann,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=45831,2020/6/12,2020/5/7,36,llvm,1,,,,,,,
45802,linux,b3b6a84,Arnd Bergmann,Arnd Bergmann,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=45802,2020/5/28,2020/5/5,23,llvm,1,,,,,,,
94881,linux,08afb43,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94881,2020/5/6,2020/4/30,6,gcc,1,,,,,,,
94881,linux,dc30b40,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94881,2020/5/2,2020/4/30,2,gcc,1,,,,,,,
92589,linux,277a108,Kees Cook,Kees Cook,documentation,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=92589,2020/4/8,2019/11/20,140,gcc,1,,,,,,,
91111,linux,a48e61d,Will Deacon,Will Deacon,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=91111,2019/10/4,2019/7/8,88,gcc,1,,,,,,,
42950,linux,bfafddd,Nick Desaulniers,Nick Desaulniers,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=42950,2019/9/8,2019/8/9,30,llvm,1,,,,,,,
42990,linux,90776dd,Kees Cook,Kees Cook,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=42990,2019/8/15,2019/8/13,2,llvm,1,,,,,,,
38809,linux,ebb6d35,Arnd Bergmann,Arnd Bergmann,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=38809,2019/8/3,2018/9/3,334,llvm,1,,,,,,,
42570,linux,a07057d,Arnd Bergmann,Arnd Bergmann,diagnostic,https://bugs.llvm.org/show_bug.cgi?id=42570,2019/7/17,2019/7/10,7,llvm,1,,,,,,,
38789,linux,b27aca2,Arnd Bergmann,Arnd Bergmann,diagnostic,https://bugs.llvm.org/show_bug.cgi?id=38789,2019/7/4,2018/8/31,307,llvm,1,,,,,,,
40186,linux,3fe1ee4,Stefan Agner,Stefan Agner,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=40186,2019/6/20,2018/12/30,172,llvm,1,,,,,,,
90751,linux,6ca6366,Sven Schnelle,Sven Schnelle,crash,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=90751,2019/6/8,2019/6/4,4,gcc,1,,,,,,,
90193,linux,fe22983,Mathieu Desnoyers,Mathieu Desnoyers,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=90193,2019/5/8,2019/4/20,18,gcc,1,,,,,,,
40972,linux,43947b8,Stefan Agner,Stefan Agner,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=40972,2019/4/24,2019/3/5,50,llvm,1,,,,,,,
88648,linux,fe09d9c,Stefan Agner,Stefan Agner,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88648,2019/4/24,2019/1/1,113,gcc,1,,,,,,,
88648,linux,a6c9e96,Stefan Agner,Stefan Agner,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88648,2019/4/24,2019/1/1,113,gcc,1,,,,,,,
41424,linux,6e04249,Arnd Bergmann,Arnd Bergmann,diagnostic,https://bugs.llvm.org/show_bug.cgi?id=41424,2019/4/11,2019/4/8,3,llvm,1,,,,,,,
38809,linux,ed713a4,Arnd Bergmann,Arnd Bergmann,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=38809,2019/3/20,2018/9/3,198,llvm,1,,,,,,,
40776,linux,03aa4f1,Arnd Bergmann,Arnd Bergmann,optimization,https://bugs.llvm.org/show_bug.cgi?id=40776,2019/3/20,2019/2/19,29,llvm,1,,,,,,,
38789,linux,0077aaa,Arnd Bergmann,Arnd Bergmann,diagnostic,https://bugs.llvm.org/show_bug.cgi?id=38789,2019/3/13,2018/8/31,194,llvm,1,,,,,,,
38789,linux,eefffb4,Arnd Bergmann,Arnd Bergmann,diagnostic,https://bugs.llvm.org/show_bug.cgi?id=38789,2019/3/12,2018/8/31,193,llvm,1,,,,,,,
38809,linux,6baec88,Arnd Bergmann,Arnd Bergmann,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=38809,2019/3/2,2018/9/3,180,llvm,1,,,,,,,
88648,linux,b7e8c93,Stefan Agner,Stefan Agner,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88648,2019/2/26,2019/1/1,56,gcc,1,,,,,,,
39556,linux,72e7bcc,Joel Stanley,Joel Stanley,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=39556,2018/12/20,2018/11/4,46,llvm,1,,,,,,,
39555,linux,72e7bcc,Joel Stanley,Joel Stanley,rejects-valid,https://bugs.llvm.org/show_bug.cgi?id=39555,2018/12/20,2018/11/4,46,llvm,1,,,,,,,
38921,linux,ee9d21b,Joel Stanley,Joel Stanley,wrong-code,https://bugs.llvm.org/show_bug.cgi?id=38921,2018/9/19,2018/9/12,7,llvm,1,,,,,,,
83256,linux,bee2003,Arnd Bergmann,Arnd Bergmann,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83256,2018/6/25,2017/12/2,205,gcc,1,,,,,,,
82435,linux,bee2003,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82435,2018/6/25,2017/10/5,263,gcc,1,,,,,,,
85301,linux,bbe9a70,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=85301,2018/4/10,2018/4/9,1,gcc,1,,,,,,,
84095,linux,85c615e,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=84095,2018/2/21,2018/1/29,23,gcc,1,,,,,,,
81715,linux,e7c52b8,Arnd Bergmann,Arnd Bergmann,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,2018/2/7,2017/8/4,187,gcc,1,,,,,,,
83356,linux,6e36719,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83356,2018/1/20,2017/12/10,41,gcc,1,,,,,,,
83651,linux,6e36719,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83651,2018/1/20,2018/1/2,18,gcc,1,,,,,,,
83356,linux,148b974,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83356,2018/1/12,2017/12/10,33,gcc,1,,,,,,,
83651,linux,148b974,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83651,2018/1/12,2018/1/2,10,gcc,1,,,,,,,
81715,linux,9e343e8,Arnd Bergmann,Arnd Bergmann,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,2017/12/18,2017/8/4,136,gcc,1,,,,,,,
81715,linux,3cd890d,Arnd Bergmann,Arnd Bergmann,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,2017/12/16,2017/8/4,134,gcc,1,,,,,,,
81715,linux,16c3ada,Arnd Bergmann,Arnd Bergmann,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,2017/12/16,2017/8/4,134,gcc,1,,,,,,,
81484,linux,d15809f,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81484,2017/11/18,2017/7/19,122,gcc,1,,,,,,,
82839,linux,3f2a162,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82839,2017/11/8,2017/11/4,4,gcc,1,,,,,,,
81484,linux,1b0c22e,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81484,2017/10/14,2017/7/19,87,gcc,1,,,,,,,
82203,linux,5dfbf6c,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82203,2017/10/5,2017/9/13,22,gcc,1,,,,,,,
81715,linux,b4391db,Arnd Bergmann,Arnd Bergmann,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,2017/9/26,2017/8/4,53,gcc,1,,,,,,,
81715,linux,6098d7d,Arnd Bergmann,Arnd Bergmann,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,2017/9/26,2017/8/4,53,gcc,1,,,,,,,
82123,linux,e40a3ae,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82123,2017/9/19,2017/9/6,13,gcc,1,,,,,,,
81813,linux,dd88a0a,Josh Poimboeuf,Josh Poimboeuf,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81813,2017/8/30,2017/8/11,19,gcc,1,,,,,,,
81958,linux,5fe5a6c,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81958,2017/8/26,2017/8/23,3,gcc,1,,,,,,,
81601,linux,efe967c,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81601,2017/7/30,2017/7/28,2,gcc,1,,,,,,,
81483,linux,22ff1a3,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81483,2017/7/26,2017/7/19,7,gcc,1,,,,,,,
81484,linux,5623452,Arnd Bergmann,Arnd Bergmann,diagnostic,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81484,2017/7/20,2017/7/19,1,gcc,1,,,,,,,
79149,linux,7d6e910,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=79149,2017/2/11,2017/1/19,23,gcc,1,,,,,,,
78569,linux,5020ded,Arnd Bergmann,Arnd Bergmann,rejects-valid,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=78569,2016/11/30,2016/11/28,2,gcc,1,,,,,,,
69702,linux,c87bf43,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=69702,2016/5/10,2016/2/5,95,gcc,1,,,,,,,
70232,linux,7322dd7,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70232,2016/5/6,2016/3/15,52,gcc,1,,,,,,,
70604,linux,7e57844,Josh Poimboeuf,Josh Poimboeuf,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70604,2016/4/15,2016/4/8,7,gcc,1,,,,,,,
66122,linux,f9a7cbb,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/4/14,2015/5/12,338,gcc,1,,,,,,,
70232,linux,ef3fb24,Arnd Bergmann,Arnd Bergmann,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70232,2016/3/19,2016/3/15,4,gcc,1,,,,,,,
66122,linux,e3bde95,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/3/18,2015/5/12,311,gcc,1,,,,,,,
66122,linux,bc27fb6,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/3/18,2015/5/12,311,gcc,1,,,,,,,
66122,linux,a644fdf,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/3/18,2015/5/12,311,gcc,1,,,,,,,
66122,linux,4b0f326,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/3/18,2015/5/12,311,gcc,1,,,,,,,
66122,linux,ee91ef6,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/3/18,2015/5/12,311,gcc,1,,,,,,,
66122,linux,8dd5032,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2016/2/9,2015/5/12,273,gcc,1,,,,,,,
66122,linux,0b101e6,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2015/9/25,2015/5/12,136,gcc,1,,,,,,,
66122,linux,accd0b9,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2015/8/5,2015/5/12,85,gcc,1,,,,,,,
66122,linux,d14edb1,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2015/8/5,2015/5/12,85,gcc,1,,,,,,,
66122,linux,1a1d48a,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2015/8/5,2015/5/12,85,gcc,1,,,,,,,
66122,linux,3490565,Denys Vlasenko,Denis Vlasenko,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,2015/7/21,2015/5/12,70,gcc,1,,,,,,,
57134,linux,92d6cf2,Anton Blanchard,Anton Blanchard,crash,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=57134,2015/6/11,2013/5/1,771,gcc,1,,,,,,,
57134,linux,f036b36,Anton Blanchard,Anton Blanchard,crash,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=57134,2013/10/11,2013/5/1,163,gcc,1,,,,,,,
48637,linux,a9468f3,Rabin Vincent,Rabin Vincent,crash,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=48637,2012/3/24,2011/4/16,343,gcc,1,,,,,,,
47376,linux,ba12b13,Jan Engelhardt,Jan Engelhardt,diagnostic,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=47376,2011/1/20,2011/1/20,0,gcc,1,,,,,,,
42109,linux,746357d,Thomas Gleixner,Thomas Gleixner,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=42109,2009/11/20,2009/11/19,1,gcc,1,,,,,,,
40132,linux,aa512a2,Steven Rostedt,Steven Rostedt,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=40132,2009/5/14,2009/5/13,1,gcc,1,,,,,,,
29413,linux,f940541,Ralf Baechle,Ralf Baechle,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=29413,2006/10/12,2006/10/10,2,gcc,1,,,,,,,
25572,linux,c8d5246,Anton Blanchard,Anton Blanchard,wrong-code,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=25572,2006/1/11,2005/12/27,15,gcc,1,,,,,,,
23422,linux,32818c2,Anton Blanchard,Anton Blanchard,rejects-valid,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=23422,2005/8/27,2005/8/16,11,gcc,1,,,,,,,
85647,linux,5fe6caa,Andrej Shadura,Nathan Chancellor,optimization,https://github.com/llvm/llvm-project/issues/85647,2024/11/15,2024/3/18,242,llvm issues,2,,,,,,,
57031,linux,0b98465,Naveen N Rao,Nick Desaulniers,environment,https://github.com/llvm/llvm-project/issues/57031,2024/10/31,2022/8/10,813,llvm issues,2,,,,,,,
117196,linux,894b00a,Marco Elver,Andrew Pinski,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=117196,2024/10/23,2024/10/18,5,gcc,2,,,,,,,
113921,linux,f2f6a8e,Mark Rutland,Sean Christopherson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=113921,2024/7/19,2024/2/14,156,gcc,2,,,,,,,
20571,linux,dbaaabd,Linus Torvalds,Benjamin Kramer,wrong-code,https://github.com/llvm/llvm-project/issues/20571,2024/5/23,2014/7/4,3611,llvm issues,2,,,,,,,
88119,linux,8092162,Edward Liaw,lag,rejects-valid,https://github.com/llvm/llvm-project/issues/88119,2024/4/25,2024/4/9,16,llvm issues,2,,,,,,,
55520,linux,8.17E+12,Ricardo Ribalda,UmeshKalappa,diagnostic,https://github.com/llvm/llvm-project/issues/55520,2024/4/15,2022/5/17,699,llvm issues,2,,,,,,,
55520,linux,2abcd95,Ricardo Ribalda,UmeshKalappa,diagnostic,https://github.com/llvm/llvm-project/issues/55520,2024/4/15,2022/5/17,699,llvm issues,2,,,,,,,
55520,linux,309422d,Ricardo Ribalda,UmeshKalappa,diagnostic,https://github.com/llvm/llvm-project/issues/55520,2024/4/15,2022/5/17,699,llvm issues,2,,,,,,,
82339,linux,af682b7,Alexei Starovoitov,Jakub Jelinek,optimization,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82339,2024/4/4,2017/9/27,2381,gcc,2,,,,,,,
38013,linux,9c1b86f,Nathan Chancellor,Joerg Sonnenberger,wrong-code,https://github.com/llvm/llvm-project/issues/38013,2024/2/23,2018/8/22,2011,llvm issues,2,,,,,,,
103979,linux,68fb3ca,Linus Torvalds,Gareth Webb,crash,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=103979,2024/2/16,2022/1/11,766,gcc,2,,,,,,,
113921,linux,68fb3ca,Linus Torvalds,Sean Christopherson,wrong-code,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=113921,2024/2/16,2024/2/14,2,gcc,2,,,,,,,
98619,linux,4356e9f,Linus Torvalds,Alex Coplan,crash,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98619,2024/2/10,2021/1/11,1125,gcc,2,,,,,,,
